422140528,1080694649,1183480230,DEL_REP_DT,2/22/16,45:55.9,Standard
422139835,2456341833,1183480224,DEL_REP_DT,2/22/16,41:58.1,Standard
422133531,6335379553,1183480214,DEL_REP_DT,2/22/16,22:33.0,Standard
422119985,426605366,1183480186,DEL_REP_DT,2/22/16,25:01.3,Standard
422121726,10722823674,1183480181,DEL_REP_DT,2/22/16,19:23.4,Standard
422117989,10722775320,1183480174,DEL_REP_DT,2/22/16,13:50.7,Standard
422116445,10713949192,1183480171,DEL_REP_DT,2/22/16,06:11.8,Standard
422116221,10723049057,1183480166,DEL_REP_DT,2/22/16,57:17.7,Standard
422106016,10722730954,1183480152,DEL_REP_DT,2/22/16,26:48.3,Standard
422105505,10722843281,1183480142,DEL_REP_DT,2/22/16,23:13.1,Standard
422098650,10254007729,1183480124,DEL_REP_DT,2/22/16,52:44.3,Standard
422100092,10701827637,1183480121,DEL_REP_DT,2/16/16,53:45.6,Premium
422098312,4932652936,1183480117,DEL_REP_DT,2/22/16,42:50.3,Standard
422096480,10334761277,1183480111,DEL_REP_DT,2/22/16,32:44.2,Standard
422088578,10720161158,1183480093,DEL_REP_DT,2/16/16,21:26.7,Premium
422089485,1960831128,1183480092,DEL_REP_DT,2/22/16,16:32.3,Standard
422087364,10349932622,1183480087,DEL_REP_DT,2/22/16,01:49.9,Standard
422081201,10714866859,1183480065,DEL_REP_DT,2/22/16,48:23.7,Standard
422073620,10722887860,1183480053,DEL_REP_DT,2/22/16,31:06.6,Standard
422072721,8517002170,1183480045,DEL_REP_DT,2/22/16,26:55.3,Standard
422072671,10446364222,1183480043,DEL_REP_DT,2/24/16,29:23.1,Standard
422072242,10722850393,1183480041,DEL_REP_DT,2/22/16,26:18.6,Standard
422070675,10722719828,1183480035,DEL_REP_DT,2/22/16,16:31.6,Standard
422065006,812618223,1183480029,DEL_REP_DT,12/31/99,09:32.1,Standard
422050966,10539495809,1183480018,DEL_REP_DT,2/22/16,59:50.6,Standard
422057045,10446596756,1183480012,DEL_REP_DT,2/22/16,20:04.5,Standard
422056781,10722832284,1183480010,DEL_REP_DT,2/22/16,16:28.2,Standard
422055775,10722841802,1183480005,DEL_REP_DT,2/22/16,49:05.7,Standard
422032261,10722897555,1183479995,DEL_REP_DT,2/22/16,42:54.0,Standard
422048879,10722896635,1183479991,DEL_REP_DT,2/22/16,36:00.6,Standard
422046543,10722841766,1183479984,DEL_REP_DT,2/22/16,34:19.4,Standard
422017049,10722771815,1183479979,DEL_REP_DT,2/24/16,30:41.8,Standard
422033731,899297092,1183479939,DEL_REP_DT,2/22/16,12:50.4,Standard
422017742,10722783424,1183479898,DEL_REP_DT,2/22/16,53:50.5,Standard
422016207,10722831421,1183479897,DEL_REP_DT,2/22/16,47:38.2,Standard
422010838,1065857369,1183479887,DEL_REP_DT,2/22/16,43:27.8,Standard
422009426,10716483316,1183479884,DEL_REP_DT,2/22/16,42:06.3,Standard
422009301,3548928718,1183479881,DEL_REP_DT,2/22/16,38:10.2,Standard
422007594,152817362,1183479880,DEL_REP_DT,2/22/16,42:42.6,Standard
422009764,10722718736,1183479877,DEL_REP_DT,2/22/16,38:42.7,Standard
422003395,8866669535,1183479865,DEL_REP_DT,2/22/16,29:29.1,Standard
422002496,10722840392,1183479861,DEL_REP_DT,2/22/16,48:51.0,Standard
421999841,9118744391,1183479860,DEL_REP_DT,2/24/16,59:23.0,Standard
421997316,10722728555,1183479851,DEL_REP_DT,2/22/16,22:39.0,Standard
421994776,8501686184,1183479844,DEL_REP_DT,2/22/16,21:02.3,Standard
421992531,10697735753,1183479843,DEL_REP_DT,2/22/16,23:54.7,Standard
421988992,9150071327,1183479836,DEL_REP_DT,2/22/16,18:58.0,Standard
421987820,6815175468,1183479827,DEL_REP_DT,2/22/16,19:36.0,Standard
421987440,10722830994,1183479823,DEL_REP_DT,2/15/16,33:59.5,O
421984595,10722376106,1183479820,DEL_REP_DT,2/22/16,16:21.9,Standard
421988174,10502440164,1183479818,DEL_REP_DT,2/22/16,10:59.0,Standard
421988315,10720933749,1183479817,DEL_REP_DT,2/22/16,16:31.5,Standard
421981807,10722718238,1183479806,DEL_REP_DT,2/22/16,10:43.4,Standard
421984264,10722738737,1183479802,DEL_REP_DT,2/22/16,17:07.9,Standard
421979744,10722896354,1183479795,DEL_REP_DT,2/22/16,06:25.6,Standard
421974091,7727850569,1183479793,DEL_REP_DT,2/19/16,03:33.0,Standard
421974026,9752528052,1183479792,DEL_REP_DT,2/23/16,06:55.2,Standard
421972251,255012240,1183479778,DEL_REP_DT,2/19/16,03:01.4,Standard
421974703,10722782319,1183479755,DEL_REP_DT,2/19/16,04:21.9,Standard
422141823,10722899959,1183470231,DEL_REP_DT,2/22/16,45:21.7,Standard
422138126,6970944514,1183470228,DEL_REP_DT,2/22/16,39:34.1,Standard
422138969,10722824116,1183470226,DEL_REP_DT,2/22/16,41:38.5,Standard
422131329,10722823029,1183470205,DEL_REP_DT,2/22/16,08:21.5,Standard
422128192,1396723155,1183470197,DEL_REP_DT,2/24/16,00:26.1,Standard
422124993,10714404199,1183470193,DEL_REP_DT,2/22/16,47:26.3,Standard
422122161,10144571058,1183470191,DEL_REP_DT,2/22/16,40:30.1,Standard
422097512,10722765849,1183470179,DEL_REP_DT,2/22/16,27:08.7,Standard
422116494,10722879298,1183470161,DEL_REP_DT,2/22/16,12:20.8,Standard
422110554,10722823330,1183470150,DEL_REP_DT,2/22/16,44:01.2,Standard
422091804,10695204431,1183470140,DEL_REP_DT,2/22/16,09:24.9,Standard
422101496,10722823189,1183470134,DEL_REP_DT,2/22/16,57:34.5,Standard
422092679,5551920159,1183470103,DEL_REP_DT,2/22/16,18:47.1,Standard
422081003,10722855739,1183470073,DEL_REP_DT,2/22/16,50:28.0,Standard
422080369,10722878356,1183470070,DEL_REP_DT,2/22/16,45:06.2,Standard
422070584,1191495109,1183470056,DEL_REP_DT,2/22/16,31:28.3,Standard
422070022,10722984088,1183470055,DEL_REP_DT,2/22/16,23:35.1,Standard
422069792,3042827664,1183470048,DEL_REP_DT,2/22/16,24:20.1,Standard
422069362,895128643,1183470046,DEL_REP_DT,2/22/16,15:38.8,Standard
422066913,10722986910,1183470043,DEL_REP_DT,2/22/16,13:01.0,Standard
422067333,10722794428,1183470039,DEL_REP_DT,2/22/16,15:01.3,Standard
422032543,10722773859,1183470034,DEL_REP_DT,2/22/16,06:55.3,Standard
422062979,10722868199,1183470033,DEL_REP_DT,2/22/16,04:35.0,Standard
422061468,8129117530,1183470030,DEL_REP_DT,2/22/16,01:35.7,Standard
422056054,10722877984,1183470021,DEL_REP_DT,2/22/16,54:28.0,Standard
422050420,7835212219,1183470008,DEL_REP_DT,2/22/16,46:55.0,Standard
422049463,10722855188,1183470005,DEL_REP_DT,2/24/16,40:56.6,Standard
422049000,10708650702,1183470002,DEL_REP_DT,2/22/16,41:27.1,Standard
422046394,10722739849,1183469987,DEL_REP_DT,2/22/16,31:56.2,Standard
422042393,4253964655,1183469984,DEL_REP_DT,2/22/16,27:45.1,Standard
422040645,10722877454,1183469980,DEL_REP_DT,2/22/16,30:55.0,Standard
422039548,6471335872,1183469978,DEL_REP_DT,2/22/16,24:29.9,Standard
422039357,7021822314,1183469971,DEL_REP_DT,2/22/16,20:18.0,Standard
422038375,10722887236,1183469967,DEL_REP_DT,2/22/16,19:34.6,Standard
422039613,3098879809,1183469966,DEL_REP_DT,2/22/16,25:14.5,Standard
422038243,8662330165,1183469964,DEL_REP_DT,2/22/16,19:28.3,Standard
422030646,9113668273,1183469952,DEL_REP_DT,2/22/16,13:39.1,Standard
422029580,10722763641,1183469940,DEL_REP_DT,2/22/16,08:48.6,Standard
422029028,10722749984,1183469937,DEL_REP_DT,2/22/16,20:56.6,Standard
422029689,10722763817,1183469935,DEL_REP_DT,2/22/16,06:31.7,Standard
422008451,10721112173,1183469934,DEL_REP_DT,2/22/16,03:48.3,Standard
422008337,10493652996,1183469927,DEL_REP_DT,2/22/16,56:47.8,Standard
422021785,10142253218,1183469923,DEL_REP_DT,2/22/16,02:55.0,Standard
