422140528,1183480230
422139835,1183480224
422133531,1183480214
422119985,1183480186
422121726,1183480181
422117989,1183480174
422116445,1183480171
422116221,1183480166
422106016,1183480152
422105505,1183480142
422098650,1183480124
422100092,1183480121
422098312,1183480117
422096480,1183480111
422088578,1183480093
422089485,1183480092
422087364,1183480087
422081201,1183480065
422073620,1183480053
422072721,1183480045
422072671,1183480043
422072242,1183480041
422070675,1183480035
422065006,1183480029
422050966,1183480018
422057045,1183480012
422056781,1183480010
422055775,1183480005
422032261,1183479995
422048879,1183479991
422046543,1183479984
422017049,1183479979
422033731,1183479939
422017742,1183479898
422016207,1183479897
422010838,1183479887
422009426,1183479884
422009301,1183479881
422007594,1183479880
422009764,1183479877
422003395,1183479865
422002496,1183479861
421999841,1183479860
421997316,1183479851
421994776,1183479844
421992531,1183479843
421988992,1183479836
421987820,1183479827
421987440,1183479823
421984595,1183479820
421988174,1183479818
421988315,1183479817
421981807,1183479806
421984264,1183479802
421979744,1183479795
421974091,1183479793
421974026,1183479792
421972251,1183479778
421974703,1183479755
422141823,1183470231
422138126,1183470228
422138969,1183470226
422131329,1183470205
422128192,1183470197
422124993,1183470193
422122161,1183470191
422097512,1183470179
422116494,1183470161
422110554,1183470150
422091804,1183470140
422101496,1183470134
422092679,1183470103
422081003,1183470073
422080369,1183470070
422070584,1183470056
422070022,1183470055
422069792,1183470048
422069362,1183470046
422066913,1183470043
422067333,1183470039
422032543,1183470034
422062979,1183470033
422061468,1183470030
422056054,1183470021
422050420,1183470008
422049463,1183470005
422049000,1183470002
422046394,1183469987
422042393,1183469984
422040645,1183469980
422039548,1183469978
422039357,1183469971
422038375,1183469967
422039613,1183469966
422038243,1183469964
422030646,1183469952
422029580,1183469940
422029028,1183469937
422029689,1183469935
422008451,1183469934
422008337,1183469927
422021785,1183469923
422008220,1183469913
422013519,1183469905
422014483,1183469898
422015308,1183469897
422011745,1183469879
421989396,1183469877
421994669,1183469855
421993885,1183469851
421992341,1183469843
